Name	Topic	Year	Value	
SSSC	Price (B./share)	09 Jun 2017	4.42
SSSC	Price (B./share)	2016	3.95
SSSC	Price (B./share)	2015	3.28
SSSC	P/E (X)	09 Jun 2017	10.29
SSSC	P/E (X)	2016	9.17
SSSC	P/E (X)	2015	9.99
SSSC	Dividend Yield (%)	09 Jun 2017	4.98
SSSC	Dividend Yield (%)	2016	4.05
SSSC	Dividend Yield (%)	2015	7.94
SST	Market Cap (MB.)	09 Jun 2017	4,603.66
SST	Market Cap (MB.)	2016	5,055.33
SST	Market Cap (MB.)	2015	3,955.37
SST	Price (B./share)	09 Jun 2017	10.10
SST	Price (B./share)	2016	11.09
SST	Price (B./share)	2015	8.68
SST	P/E (X)	09 Jun 2017	N/A
SST	P/E (X)	2016	N/A
SST	P/E (X)	2015	N/A
SST	Dividend Yield (%)	09 Jun 2017	0.10
SST	Dividend Yield (%)	2016	0.08
SST	Dividend Yield (%)	2015	0.26
SSTPF	Market Cap (MB.)	09 Jun 2017	536.62
SSTPF	Market Cap (MB.)	2016	600.75
SSTPF	Market Cap (MB.)	2015	627.75
SSTPF	Price (B./share)	09 Jun 2017	7.95
SSTPF	Price (B./share)	2016	8.90
SSTPF	Price (B./share)	2015	9.30
SSTPF	P/E (X)	09 Jun 2017	-
SSTPF	P/E (X)	2016	-
SSTPF	P/E (X)	2015	-
SSTPF	Dividend Yield (%)	09 Jun 2017	2.77
SSTPF	Dividend Yield (%)	2016	7.87
SSTPF	Dividend Yield (%)	2015	7.53
SSTSS	Market Cap (MB.)	09 Jun 2017	787.20
SSTSS	Market Cap (MB.)	2016	791.30
SSTSS	Market Cap (MB.)	2015	762.60
SSTSS	Price (B./share)	09 Jun 2017	9.60
SSTSS	Price (B./share)	2016	9.65
SSTSS	Price (B./share)	2015	9.30
SSTSS	P/E (X)	09 Jun 2017	-
SSTSS	P/E (X)	2016	-
SSTSS	P/E (X)	2015	-
SSTSS	Dividend Yield (%)	09 Jun 2017	7.14
SSTSS	Dividend Yield (%)	2016	7.08
SSTSS	Dividend Yield (%)	2015	2.88
STA	Market Cap (MB.)	09 Jun 2017	19,456.00
STA	Market Cap (MB.)	2016	29,440.00
STA	Market Cap (MB.)	2015	12,928.00
STA	Price (B./share)	09 Jun 2017	15.20
STA	Price (B./share)	2016	23.00
STA	Price (B./share)	2015	10.10
STA	P/E (X)	09 Jun 2017	N/A
STA	P/E (X)	2016	59.12
STA	P/E (X)	2015	10.98
STA	Dividend Yield (%)	09 Jun 2017	2.63
STA	Dividend Yield (%)	2016	1.74
STA	Dividend Yield (%)	2015	3.96
STANLY	Market Cap (MB.)	09 Jun 2017	16,091.25
STANLY	Market Cap (MB.)	2016	14,405.50
STANLY	Market Cap (MB.)	2015	13,026.25
STANLY	Price (B./share)	09 Jun 2017	210.00
STANLY	Price (B./share)	2016	188.00
STANLY	Price (B./share)	2015	170.00
STANLY	P/E (X)	09 Jun 2017	12.66
STANLY	P/E (X)	2016	11.16
STANLY	P/E (X)	2015	9.72
STANLY	Dividend Yield (%)	09 Jun 2017	2.38
STANLY	Dividend Yield (%)	2016	2.66
STANLY	Dividend Yield (%)	2015	2.82
STAR	Market Cap (MB.)	09 Jun 2017	1,422.27
STAR	Market Cap (MB.)	2016	795.80
STAR	Market Cap (MB.)	2015	972.51
STAR	Price (B./share)	09 Jun 2017	5.25
STAR	Price (B./share)	2016	4.06
STAR	Price (B./share)	2015	6.18
STAR	P/E (X)	09 Jun 2017	N/A
STAR	P/E (X)	2016	N/A
STAR	P/E (X)	2015	N/A
STAR	Dividend Yield (%)	09 Jun 2017	N/A
STAR	Dividend Yield (%)	2016	N/A
STAR	Dividend Yield (%)	2015	N/A
STEC	Market Cap (MB.)	09 Jun 2017	39,652.77
STEC	Market Cap (MB.)	2016	42,321.71
STEC	Market Cap (MB.)	2015	38,127.66
STEC	Price (B./share)	09 Jun 2017	26.00
STEC	Price (B./share)	2016	27.75
STEC	Price (B./share)	2015	25.00
STEC	P/E (X)	09 Jun 2017	29.12
STEC	P/E (X)	2016	32.14
STEC	P/E (X)	2015	29.62
STEC	Dividend Yield (%)	09 Jun 2017	0.85
STEC	Dividend Yield (%)	2016	1.19
STEC	Dividend Yield (%)	2015	1.60
STHAI	Market Cap (MB.)	09 Jun 2017	-
STHAI	Market Cap (MB.)	2016	-
STHAI	Market Cap (MB.)	2015	-
STHAI	Price (B./share)	09 Jun 2017	0.09
STHAI	Price (B./share)	2016	0.09
STHAI	Price (B./share)	2015	0.09
STHAI	P/E (X)	09 Jun 2017	-
STHAI	P/E (X)	2016	-
STHAI	P/E (X)	2015	-
STHAI	Dividend Yield (%)	09 Jun 2017	-
STHAI	Dividend Yield (%)	2016	-
STHAI	Dividend Yield (%)	2015	-
STPI	Market Cap (MB.)	09 Jun 2017	13,570.27
STPI	Market Cap (MB.)	2016	18,039.51
STPI	Market Cap (MB.)	2015	15,276.71
STPI	Price (B./share)	09 Jun 2017	8.35
STPI	Price (B./share)	2016	11.10
STPI	Price (B./share)	2015	9.40
STPI	P/E (X)	09 Jun 2017	24.30
STPI	P/E (X)	2016	8.83
STPI	P/E (X)	2015	5.87
STPI	Dividend Yield (%)	09 Jun 2017	4.67
STPI	Dividend Yield (%)	2016	3.33
STPI	Dividend Yield (%)	2015	4.84
SUC	Market Cap (MB.)	09 Jun 2017	12,075.00
SUC	Market Cap (MB.)	2016	11,775.00
SUC	Market Cap (MB.)	2015	11,250.00
SUC	Price (B./share)	09 Jun 2017	40.25
SUC	Price (B./share)	2016	39.25
SUC	Price (B./share)	2015	37.50
SUC	P/E (X)	09 Jun 2017	8.22
SUC	P/E (X)	2016	7.16
SUC	P/E (X)	2015	11.79
SUC	Dividend Yield (%)	09 Jun 2017	4.97
SUC	Dividend Yield (%)	2016	3.82
SUC	Dividend Yield (%)	2015	4.67
SUPER	Market Cap (MB.)	09 Jun 2017	41,024.20
SUPER	Market Cap (MB.)	2016	41,571.18
SUPER	Market Cap (MB.)	2015	31,998.87
SUPER	Price (B./share)	09 Jun 2017	1.50
SUPER	Price (B./share)	2016	1.52
SUPER	Price (B./share)	2015	1.17
SUPER	P/E (X)	09 Jun 2017	48.32
SUPER	P/E (X)	2016	N/A
SUPER	P/E (X)	2015	N/A
SUPER	Dividend Yield (%)	09 Jun 2017	N/A
SUPER	Dividend Yield (%)	2016	N/A
SUPER	Dividend Yield (%)	2015	N/A
SUSCO	Market Cap (MB.)	09 Jun 2017	4,136.00
SUSCO	Market Cap (MB.)	2016	3,674.00
SUSCO	Market Cap (MB.)	2015	3,058.00
SUSCO	Price (B./share)	09 Jun 2017	3.76
SUSCO	Price (B./share)	2016	3.34
SUSCO	Price (B./share)	2015	2.78
SUSCO	P/E (X)	09 Jun 2017	15.20
SUSCO	P/E (X)	2016	15.67
SUSCO	P/E (X)	2015	8.44
SUSCO	Dividend Yield (%)	09 Jun 2017	2.93
SUSCO	Dividend Yield (%)	2016	2.40
SUSCO	Dividend Yield (%)	2015	2.88
SUTHA	Market Cap (MB.)	09 Jun 2017	1,740.00
SUTHA	Market Cap (MB.)	2016	1,830.00
SUTHA	Market Cap (MB.)	2015	1,500.00
SUTHA	Price (B./share)	09 Jun 2017	5.80
SUTHA	Price (B./share)	2016	6.10
SUTHA	Price (B./share)	2015	5.00
SUTHA	P/E (X)	09 Jun 2017	26.75
SUTHA	P/E (X)	2016	23.87
SUTHA	P/E (X)	2015	13.95
SUTHA	Dividend Yield (%)	09 Jun 2017	2.93
SUTHA	Dividend Yield (%)	2016	7.38
SUTHA	Dividend Yield (%)	2015	6.00
SVH	Market Cap (MB.)	09 Jun 2017	34,600.00
SVH	Market Cap (MB.)	2016	36,000.00
SVH	Market Cap (MB.)	2015	30,000.00
SVH	Price (B./share)	09 Jun 2017	346.00
SVH	Price (B./share)	2016	360.00
SVH	Price (B./share)	2015	300.00
SVH	P/E (X)	09 Jun 2017	24.90
SVH	P/E (X)	2016	25.84
SVH	P/E (X)	2015	23.58
SVH	Dividend Yield (%)	09 Jun 2017	3.18
SVH	Dividend Yield (%)	2016	2.78
SVH	Dividend Yield (%)	2015	2.67
SVI	Market Cap (MB.)	09 Jun 2017	13,028.06
SVI	Market Cap (MB.)	2016	11,555.32
SVI	Market Cap (MB.)	2015	11,147.49
SVI	Price (B./share)	09 Jun 2017	5.75
SVI	Price (B./share)	2016	5.10
SVI	Price (B./share)	2015	4.92
SVI	P/E (X)	09 Jun 2017	7.44
SVI	P/E (X)	2016	6.19
SVI	P/E (X)	2015	36.82
SVI	Dividend Yield (%)	09 Jun 2017	1.39
SVI	Dividend Yield (%)	2016	1.57
SVI	Dividend Yield (%)	2015	1.63
SVOA	Market Cap (MB.)	09 Jun 2017	1,060.50
SVOA	Market Cap (MB.)	2016	996.87
SVOA	Market Cap (MB.)	2015	1,039.29
SVOA	Price (B./share)	09 Jun 2017	1.50
SVOA	Price (B./share)	2016	1.41
SVOA	Price (B./share)	2015	1.47
SVOA	P/E (X)	09 Jun 2017	17.37
SVOA	P/E (X)	2016	16.04
SVOA	P/E (X)	2015	9.93
SVOA	Dividend Yield (%)	09 Jun 2017	0.93
SVOA	Dividend Yield (%)	2016	3.97
SVOA	Dividend Yield (%)	2015	0.88
SWC	Market Cap (MB.)	09 Jun 2017	1,800.00
SWC	Market Cap (MB.)	2016	1,680.00
SWC	Market Cap (MB.)	2015	1,365.00
SWC	Price (B./share)	09 Jun 2017	12.00
SWC	Price (B./share)	2016	11.20
SWC	Price (B./share)	2015	9.10
SWC	P/E (X)	09 Jun 2017	12.37
SWC	P/E (X)	2016	12.24
SWC	P/E (X)	2015	10.76
SWC	Dividend Yield (%)	09 Jun 2017	3.75
SWC	Dividend Yield (%)	2016	4.02
SWC	Dividend Yield (%)	2015	4.40
SYMC	Market Cap (MB.)	09 Jun 2017	3,742.03
SYMC	Market Cap (MB.)	2016	2,684.50
SYMC	Market Cap (MB.)	2015	2,688.26
SYMC	Price (B./share)	09 Jun 2017	11.50
SYMC	Price (B./share)	2016	8.25
SYMC	Price (B./share)	2015	8.26
SYMC	P/E (X)	09 Jun 2017	32.27
SYMC	P/E (X)	2016	35.22
SYMC	P/E (X)	2015	19.13
SYMC	Dividend Yield (%)	09 Jun 2017	N/A
SYMC	Dividend Yield (%)	2016	1.33
SYMC	Dividend Yield (%)	2015	4.80
SYNEX	Market Cap (MB.)	09 Jun 2017	9,475.04
SYNEX	Market Cap (MB.)	2016	5,507.85
SYNEX	Market Cap (MB.)	2015	3,435.67
SYNEX	Price (B./share)	09 Jun 2017	12.30
SYNEX	Price (B./share)	2016	7.15
SYNEX	Price (B./share)	2015	4.46
SYNEX	P/E (X)	09 Jun 2017	20.75
SYNEX	P/E (X)	2016	14.21
SYNEX	P/E (X)	2015	10.72
SYNEX	Dividend Yield (%)	09 Jun 2017	2.93
SYNEX	Dividend Yield (%)	2016	4.20
SYNEX	Dividend Yield (%)	2015	2.91
SYNTEC	Market Cap (MB.)	09 Jun 2017	7,744.00
SYNTEC	Market Cap (MB.)	2016	8,320.00
SYNTEC	Market Cap (MB.)	2015	4,576.00
SYNTEC	Price (B./share)	09 Jun 2017	4.84
SYNTEC	Price (B./share)	2016	5.20
SYNTEC	Price (B./share)	2015	2.86
SYNTEC	P/E (X)	09 Jun 2017	8.69
SYNTEC	P/E (X)	2016	9.19
SYNTEC	P/E (X)	2015	8.03
SYNTEC	Dividend Yield (%)	09 Jun 2017	3.10
SYNTEC	Dividend Yield (%)	2016	2.12
SYNTEC	Dividend Yield (%)	2015	2.45
T	Market Cap (MB.)	09 Jun 2017	1,213.79
T	Market Cap (MB.)	2016	1,213.79
T	Market Cap (MB.)	2015	1,517.24
T	Price (B./share)	09 Jun 2017	0.12
T	Price (B./share)	2016	0.12
T	Price (B./share)	2015	0.15
T	P/E (X)	09 Jun 2017	N/A
T	P/E (X)	2016	N/A
T	P/E (X)	2015	58.37
T	Dividend Yield (%)	09 Jun 2017	N/A
T	Dividend Yield (%)	2016	N/A
T	Dividend Yield (%)	2015	N/A
TACC	Market Cap (MB.)	09 Jun 2017	4,256.00
TACC	Market Cap (MB.)	2016	5,745.60
TACC	Market Cap (MB.)	2015	3,027.84
TACC	Price (B./share)	09 Jun 2017	7.00
TACC	Price (B./share)	2016	9.45
TACC	Price (B./share)	2015	4.98
TACC	P/E (X)	09 Jun 2017	41.03
TACC	P/E (X)	2016	66.15
TACC	P/E (X)	2015	40.09
TACC	Dividend Yield (%)	09 Jun 2017	2.00
TACC	Dividend Yield (%)	2016	0.42
TACC	Dividend Yield (%)	2015	N/A
TAE	Market Cap (MB.)	09 Jun 2017	2,900.00
TAE	Market Cap (MB.)	2016	3,240.00
TAE	Market Cap (MB.)	2015	3,200.00
TAE	Price (B./share)	09 Jun 2017	2.90
TAE	Price (B./share)	2016	3.24
TAE	Price (B./share)	2015	3.20
TAE	P/E (X)	09 Jun 2017	18.00
TAE	P/E (X)	2016	16.40
TAE	P/E (X)	2015	13.39
TAE	Dividend Yield (%)	09 Jun 2017	5.17
TAE	Dividend Yield (%)	2016	4.63
TAE	Dividend Yield (%)	2015	4.69
TAKUNI	Market Cap (MB.)	09 Jun 2017	920.00
TAKUNI	Market Cap (MB.)	2016	1,104.00
TAKUNI	Market Cap (MB.)	2015	1,560.00
TAKUNI	Price (B./share)	09 Jun 2017	1.15
TAKUNI	Price (B./share)	2016	1.38
TAKUNI	Price (B./share)	2015	3.90
TAKUNI	P/E (X)	09 Jun 2017	55.37
TAKUNI	P/E (X)	2016	44.61
TAKUNI	P/E (X)	2015	46.29
TAKUNI	Dividend Yield (%)	09 Jun 2017	2.72
TAKUNI	Dividend Yield (%)	2016	2.37
TAKUNI	Dividend Yield (%)	2015	0.77
TAPAC	Market Cap (MB.)	09 Jun 2017	7,215.38
TAPAC	Market Cap (MB.)	2016	6,055.30
TAPAC	Market Cap (MB.)	2015	3,678.87
TAPAC	Price (B./share)	09 Jun 2017	18.60
TAPAC	Price (B./share)	2016	22.07
TAPAC	Price (B./share)	2015	13.96
TAPAC	P/E (X)	09 Jun 2017	51.69
TAPAC	P/E (X)	2016	66.99
TAPAC	P/E (X)	2015	137.73
TAPAC	Dividend Yield (%)	09 Jun 2017	0.14
TAPAC	Dividend Yield (%)	2016	0.21
TAPAC	Dividend Yield (%)	2015	0.49
TASCO	Market Cap (MB.)	09 Jun 2017	35,905.01
TASCO	Market Cap (MB.)	2016	29,506.96
TASCO	Market Cap (MB.)	2015	62,525.93
TASCO	Price (B./share)	09 Jun 2017	23.10
TASCO	Price (B./share)	2016	19.00
TASCO	Price (B./share)	2015	40.50
TASCO	P/E (X)	09 Jun 2017	11.36
TASCO	P/E (X)	2016	8.68
TASCO	P/E (X)	2015	14.16
TASCO	Dividend Yield (%)	09 Jun 2017	3.89
TASCO	Dividend Yield (%)	2016	4.71
TASCO	Dividend Yield (%)	2015	0.49
TBSP	Market Cap (MB.)	09 Jun 2017	1,760.00
TBSP	Market Cap (MB.)	2016	1,716.00
TBSP	Market Cap (MB.)	2015	1,518.00
TBSP	Price (B./share)	09 Jun 2017	16.00
TBSP	Price (B./share)	2016	15.60
TBSP	Price (B./share)	2015	13.80
TBSP	P/E (X)	09 Jun 2017	19.54
TBSP	P/E (X)	2016	18.17
TBSP	P/E (X)	2015	27.29
TBSP	Dividend Yield (%)	09 Jun 2017	4.38
TBSP	Dividend Yield (%)	2016	3.53
TBSP	Dividend Yield (%)	2015	6.16
TC	Market Cap (MB.)	09 Jun 2017	1,056.00
TC	Market Cap (MB.)	2016	1,102.20
TC	Market Cap (MB.)	2015	1,405.80
TC	Price (B./share)	09 Jun 2017	3.20
TC	Price (B./share)	2016	3.34
TC	Price (B./share)	2015	4.26
TC	P/E (X)	09 Jun 2017	N/A
TC	P/E (X)	2016	N/A
TC	P/E (X)	2015	7.78
TC	Dividend Yield (%)	09 Jun 2017	3.13
TC	Dividend Yield (%)	2016	4.49
TC	Dividend Yield (%)	2015	3.52
TCAP	Market Cap (MB.)	09 Jun 2017	54,290.99
TCAP	Market Cap (MB.)	2016	53,084.53
TCAP	Market Cap (MB.)	2015	46,640.30
TCAP	Price (B./share)	09 Jun 2017	45.00
TCAP	Price (B./share)	2016	44.00
TCAP	Price (B./share)	2015	36.50
TCAP	P/E (X)	09 Jun 2017	8.37
TCAP	P/E (X)	2016	9.03
TCAP	P/E (X)	2015	7.82
TCAP	Dividend Yield (%)	09 Jun 2017	4.44
TCAP	Dividend Yield (%)	2016	4.09
TCAP	Dividend Yield (%)	2015	4.54
TCB	Market Cap (MB.)	09 Jun 2017	11,025.00
TCB	Market Cap (MB.)	2016	7,650.00
TCB	Market Cap (MB.)	2015	6,210.00
TCB	Price (B./share)	09 Jun 2017	36.75
TCB	Price (B./share)	2016	25.50
TCB	Price (B./share)	2015	20.70
TCB	P/E (X)	09 Jun 2017	4.81
TCB	P/E (X)	2016	5.66
TCB	P/E (X)	2015	8.36
TCB	Dividend Yield (%)	09 Jun 2017	2.18
TCB	Dividend Yield (%)	2016	2.35
TCB	Dividend Yield (%)	2015	2.90
TCC	Market Cap (MB.)	09 Jun 2017	908.39
TCC	Market Cap (MB.)	2016	1,266.62
TCC	Market Cap (MB.)	2015	1,931.89
TCC	Price (B./share)	09 Jun 2017	0.71
TCC	Price (B./share)	2016	0.99
TCC	Price (B./share)	2015	1.51
TCC	P/E (X)	09 Jun 2017	N/A
TCC	P/E (X)	2016	147.29
TCC	P/E (X)	2015	112.11
TCC	Dividend Yield (%)	09 Jun 2017	N/A
TCC	Dividend Yield (%)	2016	8.08
TCC	Dividend Yield (%)	2015	N/A
TCCC	Market Cap (MB.)	09 Jun 2017	34,936.67
TCCC	Market Cap (MB.)	2016	20,172.64
TCCC	Market Cap (MB.)	2015	14,910.21
TCCC	Price (B./share)	09 Jun 2017	59.75
TCCC	Price (B./share)	2016	34.50
TCCC	Price (B./share)	2015	25.50
TCCC	P/E (X)	09 Jun 2017	13.89
TCCC	P/E (X)	2016	10.60
TCCC	P/E (X)	2015	10.71
TCCC	Dividend Yield (%)	09 Jun 2017	5.36
TCCC	Dividend Yield (%)	2016	4.35
TCCC	Dividend Yield (%)	2015	9.02
TCIF	Market Cap (MB.)	09 Jun 2017	31,645.90
TCIF	Market Cap (MB.)	2016	30,096.80
TCIF	Market Cap (MB.)	2015	30,318.10
TCIF	Price (B./share)	09 Jun 2017	14.30
TCIF	Price (B./share)	2016	13.60
TCIF	Price (B./share)	2015	13.70
TCIF	P/E (X)	09 Jun 2017	-
TCIF	P/E (X)	2016	-
TCIF	P/E (X)	2015	-
TCIF	Dividend Yield (%)	09 Jun 2017	5.17
TCIF	Dividend Yield (%)	2016	4.60
TCIF	Dividend Yield (%)	2015	4.28
TCJ	Market Cap (MB.)	09 Jun 2017	838.11
TCJ	Market Cap (MB.)	2016	798.62
TCJ	Market Cap (MB.)	2015	855.38
TCJ	Price (B./share)	09 Jun 2017	9.55
TCJ	Price (B./share)	2016	9.10
TCJ	Price (B./share)	2015	9.75
TCJ	P/E (X)	09 Jun 2017	36.42
TCJ	P/E (X)	2016	59.27
TCJ	P/E (X)	2015	15.87
TCJ	Dividend Yield (%)	09 Jun 2017	N/A
TCJ	Dividend Yield (%)	2016	N/A
TCJ	Dividend Yield (%)	2015	0.50
TCMC	Market Cap (MB.)	09 Jun 2017	1,984.29
TCMC	Market Cap (MB.)	2016	2,187.81
TCMC	Market Cap (MB.)	2015	1,320.24
TCMC	Price (B./share)	09 Jun 2017	3.90
TCMC	Price (B./share)	2016	4.30
TCMC	Price (B./share)	2015	3.42
TCMC	P/E (X)	09 Jun 2017	11.64
TCMC	P/E (X)	2016	11.64
TCMC	P/E (X)	2015	12.63
TCMC	Dividend Yield (%)	09 Jun 2017	3.08
TCMC	Dividend Yield (%)	2016	2.12
TCMC	Dividend Yield (%)	2015	N/A
TCOAT	Market Cap (MB.)	09 Jun 2017	322.88
TCOAT	Market Cap (MB.)	2016	364.88
TCOAT	Market Cap (MB.)	2015	199.50
TCOAT	Price (B./share)	09 Jun 2017	30.75
TCOAT	Price (B./share)	2016	34.75
TCOAT	Price (B./share)	2015	19.00
TCOAT	P/E (X)	09 Jun 2017	7.16
TCOAT	P/E (X)	2016	7.24
TCOAT	P/E (X)	2015	28.52
TCOAT	Dividend Yield (%)	09 Jun 2017	2.60
TCOAT	Dividend Yield (%)	2016	2.16
TCOAT	Dividend Yield (%)	2015	1.58
TEAM	Market Cap (MB.)	09 Jun 2017	885.52
TEAM	Market Cap (MB.)	2016	974.71
TEAM	Market Cap (MB.)	2015	802.70
TEAM	Price (B./share)	09 Jun 2017	1.39
TEAM	Price (B./share)	2016	1.53
TEAM	Price (B./share)	2015	1.26
TEAM	P/E (X)	09 Jun 2017	71.77
TEAM	P/E (X)	2016	N/A
TEAM	P/E (X)	2015	N/A
TEAM	Dividend Yield (%)	09 Jun 2017	N/A
TEAM	Dividend Yield (%)	2016	N/A
TEAM	Dividend Yield (%)	2015	3.97
TF	Market Cap (MB.)	09 Jun 2017	37,980.00
TF	Market Cap (MB.)	2016	34,560.00
TF	Market Cap (MB.)	2015	28,260.00
TF	Price (B./share)	09 Jun 2017	211.00
TF	Price (B./share)	2016	192.00
TF	Price (B./share)	2015	157.00
TF	P/E (X)	09 Jun 2017	17.24
TF	P/E (X)	2016	15.99
TF	P/E (X)	2015	15.42
TF	Dividend Yield (%)	09 Jun 2017	2.30
TF	Dividend Yield (%)	2016	2.17
TF	Dividend Yield (%)	2015	2.40
TFD	Market Cap (MB.)	09 Jun 2017	3,457.54
TFD	Market Cap (MB.)	2016	2,900.71
TFD	Market Cap (MB.)	2015	2,849.37
TFD	Price (B./share)	09 Jun 2017	2.12
TFD	Price (B./share)	2016	2.26
TFD	Price (B./share)	2015	2.09
TFD	P/E (X)	09 Jun 2017	N/A
TFD	P/E (X)	2016	N/A
TFD	P/E (X)	2015	N/A
TFD	Dividend Yield (%)	09 Jun 2017	N/A
TFD	Dividend Yield (%)	2016	N/A
TFD	Dividend Yield (%)	2015	N/A
TFG	Market Cap (MB.)	09 Jun 2017	32,440.02
TFG	Market Cap (MB.)	2016	35,955.00
TFG	Market Cap (MB.)	2015	7,854.00
TFG	Price (B./share)	09 Jun 2017	6.35
TFG	Price (B./share)	2016	7.05
TFG	Price (B./share)	2015	1.54
TFG	P/E (X)	09 Jun 2017	23.47
TFG	P/E (X)	2016	34.78
TFG	P/E (X)	2015	N/A
TFG	Dividend Yield (%)	09 Jun 2017	N/A
TFG	Dividend Yield (%)	2016	N/A
TFG	Dividend Yield (%)	2015	N/A
TFI	Market Cap (MB.)	09 Jun 2017	2,129.40
TFI	Market Cap (MB.)	2016	2,375.10
TFI	Market Cap (MB.)	2015	2,047.50
TFI	Price (B./share)	09 Jun 2017	1.04
TFI	Price (B./share)	2016	1.16
TFI	Price (B./share)	2015	1.00
TFI	P/E (X)	09 Jun 2017	N/A
TFI	P/E (X)	2016	N/A
TFI	P/E (X)	2015	N/A
TFI	Dividend Yield (%)	09 Jun 2017	N/A
TFI	Dividend Yield (%)	2016	N/A
TFI	Dividend Yield (%)	2015	N/A
TFUND	Market Cap (MB.)	09 Jun 2017	11,437.94
TFUND	Market Cap (MB.)	2016	11,495.42
TFUND	Market Cap (MB.)	2015	12,185.14
TFUND	Price (B./share)	09 Jun 2017	9.95
TFUND	Price (B./share)	2016	10.00
TFUND	Price (B./share)	2015	10.60
TFUND	P/E (X)	09 Jun 2017	-
TFUND	P/E (X)	2016	-
TFUND	P/E (X)	2015	-
TFUND	Dividend Yield (%)	09 Jun 2017	6.38
TFUND	Dividend Yield (%)	2016	6.50
TFUND	Dividend Yield (%)	2015	6.56
TGCI	Market Cap (MB.)	09 Jun 2017	4,006.39
TGCI	Market Cap (MB.)	2016	4,074.29
TGCI	Market Cap (MB.)	2015	4,278.01
TGCI	Price (B./share)	09 Jun 2017	2.36
TGCI	Price (B./share)	2016	2.40
TGCI	Price (B./share)	2015	2.52
TGCI	P/E (X)	09 Jun 2017	22.25
TGCI	P/E (X)	2016	15.50
TGCI	P/E (X)	2015	19.75
TGCI	Dividend Yield (%)	09 Jun 2017	3.39
TGCI	Dividend Yield (%)	2016	3.33
TGCI	Dividend Yield (%)	2015	3.17
TGPRO	Market Cap (MB.)	09 Jun 2017	1,905.00
TGPRO	Market Cap (MB.)	2016	2,606.11
TGPRO	Market Cap (MB.)	2015	1,843.30
TGPRO	Price (B./share)	09 Jun 2017	0.18
TGPRO	Price (B./share)	2016	0.25
TGPRO	Price (B./share)	2015	0.21
TGPRO	P/E (X)	09 Jun 2017	36.02
TGPRO	P/E (X)	2016	N/A
TGPRO	P/E (X)	2015	N/A
TGPRO	Dividend Yield (%)	09 Jun 2017	N/A
TGPRO	Dividend Yield (%)	2016	N/A
TGPRO	Dividend Yield (%)	2015	N/A
TGROWTH	Market Cap (MB.)	09 Jun 2017	5,494.50
TGROWTH	Market Cap (MB.)	2016	6,216.00
TGROWTH	Market Cap (MB.)	2015	6,105.00
TGROWTH	Price (B./share)	09 Jun 2017	9.90
TGROWTH	Price (B./share)	2016	11.20
TGROWTH	Price (B./share)	2015	11.00
TGROWTH	P/E (X)	09 Jun 2017	-
TGROWTH	P/E (X)	2016	-
TGROWTH	P/E (X)	2015	-
TGROWTH	Dividend Yield (%)	09 Jun 2017	8.33
TGROWTH	Dividend Yield (%)	2016	7.56
TGROWTH	Dividend Yield (%)	2015	6.33
TH	Market Cap (MB.)	09 Jun 2017	675.52
TH	Market Cap (MB.)	2016	772.02
TH	Market Cap (MB.)	2015	781.65
TH	Price (B./share)	09 Jun 2017	0.70
TH	Price (B./share)	2016	0.80
TH	Price (B./share)	2015	0.81
TH	P/E (X)	09 Jun 2017	N/A
TH	P/E (X)	2016	N/A
TH	P/E (X)	2015	N/A
TH	Dividend Yield (%)	09 Jun 2017	N/A
TH	Dividend Yield (%)	2016	N/A
TH	Dividend Yield (%)	2015	N/A
THAI	Market Cap (MB.)	09 Jun 2017	42,782.33
THAI	Market Cap (MB.)	2016	49,548.92
THAI	Market Cap (MB.)	2015	20,081.50
THAI	Price (B./share)	09 Jun 2017	19.60
THAI	Price (B./share)	2016	22.70
THAI	Price (B./share)	2015	9.20
THAI	P/E (X)	09 Jun 2017	N/A
THAI	P/E (X)	2016	7.59
THAI	P/E (X)	2015	N/A
THAI	Dividend Yield (%)	09 Jun 2017	N/A
THAI	Dividend Yield (%)	2016	N/A
THAI	Dividend Yield (%)	2015	N/A
THANA	Market Cap (MB.)	09 Jun 2017	865.99
THANA	Market Cap (MB.)	2016	440.59
THANA	Market Cap (MB.)	2015	463.38
THANA	Price (B./share)	09 Jun 2017	3.42
THANA	Price (B./share)	2016	1.74
THANA	Price (B./share)	2015	1.83
THANA	P/E (X)	09 Jun 2017	31.22
THANA	P/E (X)	2016	36.24
THANA	P/E (X)	2015	23.09
THANA	Dividend Yield (%)	09 Jun 2017	N/A
THANA	Dividend Yield (%)	2016	4.60
THANA	Dividend Yield (%)	2015	N/A
THANI	Market Cap (MB.)	09 Jun 2017	14,859.80
THANI	Market Cap (MB.)	2016	12,685.19
THANI	Market Cap (MB.)	2015	7,635.28
THANI	Price (B./share)	09 Jun 2017	6.15
THANI	Price (B./share)	2016	5.25
THANI	Price (B./share)	2015	3.16
THANI	P/E (X)	09 Jun 2017	16.20
THANI	P/E (X)	2016	15.59
THANI	P/E (X)	2015	10.57
THANI	Dividend Yield (%)	09 Jun 2017	3.41
THANI	Dividend Yield (%)	2016	3.43
THANI	Dividend Yield (%)	2015	0.79
THCOM	Market Cap (MB.)	09 Jun 2017	19,181.17
THCOM	Market Cap (MB.)	2016	21,262.28
THCOM	Market Cap (MB.)	2015	31,782.19
THCOM	Price (B./share)	09 Jun 2017	17.50
